alpha,beta,rank,score,n_assets,total_cost_usd,total_emissions_kgco2,avg_recycling_eff,total_tokens,avg_latency_s,avg_gas_cost_usd,zkp_prove_time_s,zkp_verify_time_ms,theta,rho_min,lambda_token,onchain_ratio,use_zkp
0.5,5.0,9,0.2427030209522721,1000,6959.099857654587,62929.587731311294,0.7878416548045492,454099.8576545898,0.8,2.4,1.2,18.0,0.6,0.75,12.0,1.0,1
0.5,5.0,10,0.2572690363916705,1000,5578.665765200548,62968.10175785893,0.7858665765200548,358665.7652005476,0.8,2.4,1.2,18.0,0.55,0.75,10.0,1.0,1
0.5,10.0,1,0.11218899088955234,1000,5365.900142345411,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.55,0.8,12.0,1.0,1
0.5,10.0,2,0.13743653928079594,1000,5674.099857654591,62929.587731311294,0.7878416548045492,454099.8576545898,0.8,2.4,1.2,18.0,0.55,0.75,12.0,1.0,1
0.5,10.0,3,0.1613406554832377,1000,5965.900142345409,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.55,0.85,12.0,1.0,1
0.5,10.0,4,0.18658820387448144,1000,6274.099857654591,62929.587731311294,0.7878416548045492,1054099.8576545904,0.8,2.4,1.2,18.0,0.55,0.7,12.0,1.0,1
0.5,10.0,5,0.21049232007692337,1000,6565.900142345411,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.55,0.9,12.0,1.0,1
0.5,10.0,6,0.21745547256102857,1000,6650.900142345408,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.6,0.8,12.0,1.0,1
0.5,10.0,7,0.23573986846816689,1000,6874.09985765459,62929.587731311294,0.7878416548045492,1654099.8576545897,0.8,2.4,1.2,18.0,0.55,0.65,12.0,1.0,1
0.5,10.0,8,0.2427030209522721,1000,6959.099857654587,62929.587731311294,0.7878416548045492,454099.8576545898,0.8,2.4,1.2,18.0,0.6,0.75,12.0,1.0,1
0.5,10.0,9,0.26660713715471407,1000,7250.900142345408,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.6,0.85,12.0,1.0,1
0.5,10.0,10,0.2918546855459576,1000,7559.099857654587,62929.587731311294,0.7878416548045492,1054099.8576545904,0.8,2.4,1.2,18.0,0.6,0.7,12.0,1.0,1
0.5,20.0,1,0.11218899088955234,1000,5365.900142345411,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.55,0.8,12.0,1.0,1
0.5,20.0,2,0.13743653928079594,1000,5674.099857654591,62929.587731311294,0.7878416548045492,454099.8576545898,0.8,2.4,1.2,18.0,0.55,0.75,12.0,1.0,1
0.5,20.0,3,0.1613406554832377,1000,5965.900142345409,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.55,0.85,12.0,1.0,1
0.5,20.0,4,0.18658820387448144,1000,6274.099857654591,62929.587731311294,0.7878416548045492,1054099.8576545904,0.8,2.4,1.2,18.0,0.55,0.7,12.0,1.0,1
0.5,20.0,5,0.21049232007692337,1000,6565.900142345411,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.55,0.9,12.0,1.0,1
0.5,20.0,6,0.21745547256102857,1000,6650.900142345408,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.6,0.8,12.0,1.0,1
0.5,20.0,7,0.23573986846816689,1000,6874.09985765459,62929.587731311294,0.7878416548045492,1654099.8576545897,0.8,2.4,1.2,18.0,0.55,0.65,12.0,1.0,1
0.5,20.0,8,0.2427030209522721,1000,6959.099857654587,62929.587731311294,0.7878416548045492,454099.8576545898,0.8,2.4,1.2,18.0,0.6,0.75,12.0,1.0,1
0.5,20.0,9,0.26660713715471407,1000,7250.900142345408,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.6,0.85,12.0,1.0,1
0.5,20.0,10,0.2918546855459576,1000,7559.099857654587,62929.587731311294,0.7878416548045492,1054099.8576545904,0.8,2.4,1.2,18.0,0.6,0.7,12.0,1.0,1
1.0,0.0,1,0.11218899088955234,1000,5365.900142345411,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.55,0.8,12.0,1.0,1
1.0,0.0,2,0.12117686155809887,1000,5133.900142345412,62969.36773131129,0.7838416548045491,0.0,0.75,1.9200000000000004,1.2,18.0,0.55,0.8,12.0,0.8,1
1.0,0.0,3,0.13016473222664526,1000,4901.900142345411,63009.14773131129,0.7798416548045491,0.0,0.7,1.44,1.2,18.0,0.55,0.8,12.0,0.6,1
1.0,0.0,4,0.13743653928079594,1000,5674.099857654591,62929.587731311294,0.7878416548045492,454099.8576545898,0.8,2.4,1.2,18.0,0.55,0.75,12.0,1.0,1
1.0,0.0,5,0.13856014361435273,1000,5346.099857654591,62969.36773131129,0.7838416548045491,406099.85765458975,0.75,1.9200000000000004,1.2,18.0,0.55,0.75,12.0,0.8,1
1.0,0.0,6,0.13915260289519177,1000,4669.900142345411,63048.92773131129,0.7758416548045491,0.0,0.6499999999999999,0.9600000000000002,1.2,18.0,0.55,0.8,12.0,0.4,1
1.0,0.0,7,0.13968374794790944,1000,5018.09985765459,63009.14773131129,0.7798416548045491,358099.85765458975,0.7,1.44,1.2,18.0,0.55,0.75,12.0,0.6,1
1.0,0.0,8,0.14080735228146618,1000,4690.099857654589,63048.92773131129,0.7758416548045491,310099.8576545897,0.6499999999999999,0.9600000000000002,1.2,18.0,0.55,0.75,12.0,0.4,1
1.0,0.0,9,0.14123287421676328,1000,5389.601081759343,62968.10175785893,0.7858665765200548,0.0,0.8,2.4,1.2,18.0,0.55,0.8,10.0,1.0,1
1.0,0.0,10,0.14193095661502816,1000,4362.09985765459,63088.7077313113,0.7718416548045491,262099.85765458964,0.6,0.4800000000000001,1.2,18.0,0.55,0.75,12.0,0.2,1
1.0,0.5,1,0.11218899088955234,1000,5365.900142345411,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.55,0.8,12.0,1.0,1
1.0,0.5,2,0.13743653928079594,1000,5674.099857654591,62929.587731311294,0.7878416548045492,454099.8576545898,0.8,2.4,1.2,18.0,0.55,0.75,12.0,1.0,1
1.0,0.5,3,0.14428465383186354,1000,5133.900142345412,62969.36773131129,0.7838416548045491,0.0,0.75,1.9200000000000004,1.2,18.0,0.55,0.8,12.0,0.8,1
1.0,0.5,4,0.15264279889739324,1000,5389.601081759343,62968.10175785893,0.7858665765200548,0.0,0.8,2.4,1.2,18.0,0.55,0.8,10.0,1.0,1
1.0,0.5,5,0.1613406554832377,1000,5965.900142345409,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.55,0.85,12.0,1.0,1
1.0,0.5,6,0.1616679358881174,1000,5346.099857654591,62969.36773131129,0.7838416548045491,406099.85765458975,0.75,1.9200000000000004,1.2,18.0,0.55,0.75,12.0,0.8,1
1.0,0.5,7,0.16813087207574895,1000,5578.665765200548,62968.10175785893,0.7858665765200548,358665.7652005476,0.8,2.4,1.2,18.0,0.55,0.75,10.0,1.0,1
1.0,0.5,8,0.1763803167741746,1000,4901.900142345411,63009.14773131129,0.7798416548045491,0.0,0.7,1.44,1.2,18.0,0.55,0.8,12.0,0.6,1
1.0,0.5,9,0.18473846183970455,1000,5157.601081759345,63007.88175785893,0.7818665765200548,0.0,0.75,1.9200000000000004,1.2,18.0,0.55,0.8,10.0,0.8,1
1.0,0.5,10,0.18589933249543877,1000,5018.09985765459,63009.14773131129,0.7798416548045491,358099.85765458975,0.7,1.44,1.2,18.0,0.55,0.75,12.0,0.6,1
1.0,1.0,1,0.11218899088955234,1000,5365.900142345411,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.55,0.8,12.0,1.0,1
1.0,1.0,2,0.13743653928079594,1000,5674.099857654591,62929.587731311294,0.7878416548045492,454099.8576545898,0.8,2.4,1.2,18.0,0.55,0.75,12.0,1.0,1
1.0,1.0,3,0.1613406554832377,1000,5965.900142345409,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.55,0.85,12.0,1.0,1
1.0,1.0,4,0.1640527235780232,1000,5389.601081759343,62968.10175785893,0.7858665765200548,0.0,0.8,2.4,1.2,18.0,0.55,0.8,10.0,1.0,1
1.0,1.0,5,0.1673924461056282,1000,5133.900142345412,62969.36773131129,0.7838416548045491,0.0,0.75,1.9200000000000004,1.2,18.0,0.55,0.8,12.0,0.8,1
1.0,1.0,6,0.1795407967563789,1000,5578.665765200548,62968.10175785893,0.7858665765200548,358665.7652005476,0.8,2.4,1.2,18.0,0.55,0.75,10.0,1.0,1
1.0,1.0,7,0.18477572816188206,1000,5346.099857654591,62969.36773131129,0.7838416548045491,406099.85765458975,0.75,1.9200000000000004,1.2,18.0,0.55,0.75,12.0,0.8,1
1.0,1.0,8,0.18658820387448144,1000,6274.099857654591,62929.587731311294,0.7878416548045492,1054099.8576545904,0.8,2.4,1.2,18.0,0.55,0.7,12.0,1.0,1
1.0,1.0,9,0.21049232007692337,1000,6565.900142345411,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.55,0.9,12.0,1.0,1
1.0,1.0,10,0.21320438817170864,1000,5989.601081759342,62968.10175785893,0.7858665765200548,0.0,0.8,2.4,1.2,18.0,0.55,0.85,10.0,1.0,1
1.0,2.0,1,0.11218899088955234,1000,5365.900142345411,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.55,0.8,12.0,1.0,1
1.0,2.0,2,0.13743653928079594,1000,5674.099857654591,62929.587731311294,0.7878416548045492,454099.8576545898,0.8,2.4,1.2,18.0,0.55,0.75,12.0,1.0,1
1.0,2.0,3,0.1613406554832377,1000,5965.900142345409,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.55,0.85,12.0,1.0,1
1.0,2.0,4,0.18658820387448144,1000,6274.099857654591,62929.587731311294,0.7878416548045492,1054099.8576545904,0.8,2.4,1.2,18.0,0.55,0.7,12.0,1.0,1
1.0,2.0,5,0.1868725729392831,1000,5389.601081759343,62968.10175785893,0.7858665765200548,0.0,0.8,2.4,1.2,18.0,0.55,0.8,10.0,1.0,1
1.0,2.0,6,0.20236064611763882,1000,5578.665765200548,62968.10175785893,0.7858665765200548,358665.7652005476,0.8,2.4,1.2,18.0,0.55,0.75,10.0,1.0,1
1.0,2.0,7,0.21049232007692337,1000,6565.900142345411,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.55,0.9,12.0,1.0,1
1.0,2.0,8,0.21360803065315753,1000,5133.900142345412,62969.36773131129,0.7838416548045491,0.0,0.75,1.9200000000000004,1.2,18.0,0.55,0.8,12.0,0.8,1
1.0,2.0,9,0.21745547256102857,1000,6650.900142345408,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.6,0.8,12.0,1.0,1
1.0,2.0,10,0.2309913127094114,1000,5346.099857654591,62969.36773131129,0.7838416548045491,406099.85765458975,0.75,1.9200000000000004,1.2,18.0,0.55,0.75,12.0,0.8,1
1.0,5.0,1,0.11218899088955234,1000,5365.900142345411,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.55,0.8,12.0,1.0,1
1.0,5.0,2,0.13743653928079594,1000,5674.099857654591,62929.587731311294,0.7878416548045492,454099.8576545898,0.8,2.4,1.2,18.0,0.55,0.75,12.0,1.0,1
1.0,5.0,3,0.1613406554832377,1000,5965.900142345409,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.55,0.85,12.0,1.0,1
1.0,5.0,4,0.18658820387448144,1000,6274.099857654591,62929.587731311294,0.7878416548045492,1054099.8576545904,0.8,2.4,1.2,18.0,0.55,0.7,12.0,1.0,1
1.0,5.0,5,0.21049232007692337,1000,6565.900142345411,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.55,0.9,12.0,1.0,1
1.0,5.0,6,0.21745547256102857,1000,6650.900142345408,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.6,0.8,12.0,1.0,1
1.0,5.0,7,0.23573986846816689,1000,6874.09985765459,62929.587731311294,0.7878416548045492,1654099.8576545897,0.8,2.4,1.2,18.0,0.55,0.65,12.0,1.0,1
1.0,5.0,8,0.2427030209522721,1000,6959.099857654587,62929.587731311294,0.7878416548045492,454099.8576545898,0.8,2.4,1.2,18.0,0.6,0.75,12.0,1.0,1
1.0,5.0,9,0.25533212102306285,1000,5389.601081759343,62968.10175785893,0.7858665765200548,0.0,0.8,2.4,1.2,18.0,0.55,0.8,10.0,1.0,1
1.0,5.0,10,0.26660713715471407,1000,7250.900142345408,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.6,0.85,12.0,1.0,1
1.0,10.0,1,0.11218899088955234,1000,5365.900142345411,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.55,0.8,12.0,1.0,1
1.0,10.0,2,0.13743653928079594,1000,5674.099857654591,62929.587731311294,0.7878416548045492,454099.8576545898,0.8,2.4,1.2,18.0,0.55,0.75,12.0,1.0,1
1.0,10.0,3,0.1613406554832377,1000,5965.900142345409,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.55,0.85,12.0,1.0,1
1.0,10.0,4,0.18658820387448144,1000,6274.099857654591,62929.587731311294,0.7878416548045492,1054099.8576545904,0.8,2.4,1.2,18.0,0.55,0.7,12.0,1.0,1
1.0,10.0,5,0.21049232007692337,1000,6565.900142345411,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.55,0.9,12.0,1.0,1
1.0,10.0,6,0.21745547256102857,1000,6650.900142345408,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.6,0.8,12.0,1.0,1
1.0,10.0,7,0.23573986846816689,1000,6874.09985765459,62929.587731311294,0.7878416548045492,1654099.8576545897,0.8,2.4,1.2,18.0,0.55,0.65,12.0,1.0,1
1.0,10.0,8,0.2427030209522721,1000,6959.099857654587,62929.587731311294,0.7878416548045492,454099.8576545898,0.8,2.4,1.2,18.0,0.6,0.75,12.0,1.0,1
1.0,10.0,9,0.26660713715471407,1000,7250.900142345408,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.6,0.85,12.0,1.0,1
1.0,10.0,10,0.2918546855459576,1000,7559.099857654587,62929.587731311294,0.7878416548045492,1054099.8576545904,0.8,2.4,1.2,18.0,0.6,0.7,12.0,1.0,1
1.0,20.0,1,0.11218899088955234,1000,5365.900142345411,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.55,0.8,12.0,1.0,1
1.0,20.0,2,0.13743653928079594,1000,5674.099857654591,62929.587731311294,0.7878416548045492,454099.8576545898,0.8,2.4,1.2,18.0,0.55,0.75,12.0,1.0,1
1.0,20.0,3,0.1613406554832377,1000,5965.900142345409,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.55,0.85,12.0,1.0,1
1.0,20.0,4,0.18658820387448144,1000,6274.099857654591,62929.587731311294,0.7878416548045492,1054099.8576545904,0.8,2.4,1.2,18.0,0.55,0.7,12.0,1.0,1
1.0,20.0,5,0.21049232007692337,1000,6565.900142345411,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.55,0.9,12.0,1.0,1
1.0,20.0,6,0.21745547256102857,1000,6650.900142345408,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.6,0.8,12.0,1.0,1
1.0,20.0,7,0.23573986846816689,1000,6874.09985765459,62929.587731311294,0.7878416548045492,1654099.8576545897,0.8,2.4,1.2,18.0,0.55,0.65,12.0,1.0,1
1.0,20.0,8,0.2427030209522721,1000,6959.099857654587,62929.587731311294,0.7878416548045492,454099.8576545898,0.8,2.4,1.2,18.0,0.6,0.75,12.0,1.0,1
1.0,20.0,9,0.26660713715471407,1000,7250.900142345408,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.6,0.85,12.0,1.0,1
1.0,20.0,10,0.2918546855459576,1000,7559.099857654587,62929.587731311294,0.7878416548045492,1054099.8576545904,0.8,2.4,1.2,18.0,0.6,0.7,12.0,1.0,1
2.0,0.0,1,0.11218899088955234,1000,5365.900142345411,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.55,0.8,12.0,1.0,1
2.0,0.0,2,0.13743653928079594,1000,5674.099857654591,62929.587731311294,0.7878416548045492,454099.8576545898,0.8,2.4,1.2,18.0,0.55,0.75,12.0,1.0,1
2.0,0.0,3,0.14917004253620375,1000,5133.900142345412,62969.36773131129,0.7838416548045491,0.0,0.75,1.9200000000000004,1.2,18.0,0.55,0.8,12.0,0.8,1
2.0,0.0,4,0.1613406554832377,1000,5965.900142345409,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.55,0.85,12.0,1.0,1
2.0,0.0,5,0.1665533245924576,1000,5346.099857654591,62969.36773131129,0.7838416548045491,406099.85765458975,0.75,1.9200000000000004,1.2,18.0,0.55,0.75,12.0,0.8,1
2.0,0.0,6,0.16833518983625947,1000,5389.601081759343,62968.10175785893,0.7858665765200548,0.0,0.8,2.4,1.2,18.0,0.55,0.8,10.0,1.0,1
2.0,0.0,7,0.18382326301461518,1000,5578.665765200548,62968.10175785893,0.7858665765200548,358665.7652005476,0.8,2.4,1.2,18.0,0.55,0.75,10.0,1.0,1
2.0,0.0,8,0.18615109418285503,1000,4901.900142345411,63009.14773131129,0.7798416548045491,0.0,0.7,1.44,1.2,18.0,0.55,0.8,12.0,0.6,1
2.0,0.0,9,0.18658820387448144,1000,6274.099857654591,62929.587731311294,0.7878416548045492,1054099.8576545904,0.8,2.4,1.2,18.0,0.55,0.7,12.0,1.0,1
2.0,0.0,10,0.1956701099041192,1000,5018.09985765459,63009.14773131129,0.7798416548045491,358099.85765458975,0.7,1.44,1.2,18.0,0.55,0.75,12.0,0.6,1
2.0,0.5,1,0.11218899088955234,1000,5365.900142345411,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.55,0.8,12.0,1.0,1
2.0,0.5,2,0.13743653928079594,1000,5674.099857654591,62929.587731311294,0.7878416548045492,454099.8576545898,0.8,2.4,1.2,18.0,0.55,0.75,12.0,1.0,1
2.0,0.5,3,0.1613406554832377,1000,5965.900142345409,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.55,0.85,12.0,1.0,1
2.0,0.5,4,0.17227783480996842,1000,5133.900142345412,62969.36773131129,0.7838416548045491,0.0,0.75,1.9200000000000004,1.2,18.0,0.55,0.8,12.0,0.8,1
2.0,0.5,5,0.17974511451688943,1000,5389.601081759343,62968.10175785893,0.7858665765200548,0.0,0.8,2.4,1.2,18.0,0.55,0.8,10.0,1.0,1
2.0,0.5,6,0.18658820387448144,1000,6274.099857654591,62929.587731311294,0.7878416548045492,1054099.8576545904,0.8,2.4,1.2,18.0,0.55,0.7,12.0,1.0,1
2.0,0.5,7,0.18966111686622228,1000,5346.099857654591,62969.36773131129,0.7838416548045491,406099.85765458975,0.75,1.9200000000000004,1.2,18.0,0.55,0.75,12.0,0.8,1
2.0,0.5,8,0.19523318769524514,1000,5578.665765200548,62968.10175785893,0.7858665765200548,358665.7652005476,0.8,2.4,1.2,18.0,0.55,0.75,10.0,1.0,1
2.0,0.5,9,0.21049232007692337,1000,6565.900142345411,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.55,0.9,12.0,1.0,1
2.0,0.5,10,0.21745547256102857,1000,6650.900142345408,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.6,0.8,12.0,1.0,1
2.0,1.0,1,0.11218899088955234,1000,5365.900142345411,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.55,0.8,12.0,1.0,1
2.0,1.0,2,0.13743653928079594,1000,5674.099857654591,62929.587731311294,0.7878416548045492,454099.8576545898,0.8,2.4,1.2,18.0,0.55,0.75,12.0,1.0,1
2.0,1.0,3,0.1613406554832377,1000,5965.900142345409,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.55,0.85,12.0,1.0,1
2.0,1.0,4,0.18658820387448144,1000,6274.099857654591,62929.587731311294,0.7878416548045492,1054099.8576545904,0.8,2.4,1.2,18.0,0.55,0.7,12.0,1.0,1
2.0,1.0,5,0.1911550391975194,1000,5389.601081759343,62968.10175785893,0.7858665765200548,0.0,0.8,2.4,1.2,18.0,0.55,0.8,10.0,1.0,1
2.0,1.0,6,0.19538562708373308,1000,5133.900142345412,62969.36773131129,0.7838416548045491,0.0,0.75,1.9200000000000004,1.2,18.0,0.55,0.8,12.0,0.8,1
2.0,1.0,7,0.2066431123758751,1000,5578.665765200548,62968.10175785893,0.7858665765200548,358665.7652005476,0.8,2.4,1.2,18.0,0.55,0.75,10.0,1.0,1
2.0,1.0,8,0.21049232007692337,1000,6565.900142345411,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.55,0.9,12.0,1.0,1
2.0,1.0,9,0.21276890913998694,1000,5346.099857654591,62969.36773131129,0.7838416548045491,406099.85765458975,0.75,1.9200000000000004,1.2,18.0,0.55,0.75,12.0,0.8,1
2.0,1.0,10,0.21745547256102857,1000,6650.900142345408,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.6,0.8,12.0,1.0,1
2.0,2.0,1,0.11218899088955234,1000,5365.900142345411,62929.587731311294,0.7878416548045492,0.0,0.8,2.4,1.2,18.0,0.55,0.8,12.0,1.0,1
